GenBank Assembly ID (Accession.version)	GenBank release ID	RefSeq Assembly ID (Accession.version)	RefSeq release ID 	
GCA_003344925.1	6959458	GCF_003344925.1	6970768	
GCA_014898175.1	22536828	GCF_014898175.1	22566548	
GCA_011047135.1	17327398	GCF_011047135.1	17372048	
GCA_017161305.1	25321108	GCF_017161305.1	25358668	
GCA_001028625.1	1808448	GCF_001028625.1	1818898	
GCA_005280275.1	9894178	GCF_005280275.1	9895838	
GCA_002117085.1	4428998	GCF_002117085.1	4445108	
GCA_001634285.1	3214418	GCF_001634285.1	3391878	
GCA_000470655.1	787278	GCF_000470655.1	1032258	
GCA_003589745.1	7490908	GCF_003589745.1	7504058	
GCA_001187595.1	2030808	GCF_001187595.1	2203598	
GCA_000755145.1	1203188	GCF_000755145.1	1685438	
GCA_003966915.1	8125848	GCF_003966915.1	8151998	
GCA_001941465.1	3959438	GCF_001941465.1	3970748	
GCA_008838325.1	14252358	GCF_008838325.1	15707178	
GCA_000807275.1	1428308	GCF_000807275.1	1490358	
GCA_011046975.1	17327218	GCF_011046975.1	17371988	
GCA_000980815.1	1739358	GCF_000980815.1	1740378	
GCA_001643775.1	3241948	GCF_001643775.1	3394338	
GCA_900187165.1	4960068	GCF_900187165.1	4965438	
GCA_013201705.1	19789838	GCF_013201705.1	19851888	
GCA_016767175.1	24761618	GCF_016767175.1	24786628	
GCA_011207455.1	17535188	GCF_011207455.1	17948688	
GCA_001636015.1	3216678	GCF_001636015.1	3217118	
GCA_008806995.1	14216328	GCF_008806995.1	14260158	
GCA_003574215.1	7458378	GCF_003574215.1	7467478	
GCA_002211785.1	4640538	GCF_002211785.1	4645238	
GCA_002982135.1	6189258	GCF_002982135.1	6222348	
GCA_002005405.1	4150618	GCF_002005405.1	4159708	
GCA_000785105.2	4168138	GCF_000785105.2	4179068	
GCA_001886955.1	3745478	GCF_001886955.1	3766348	
GCA_003290445.1	6783428	GCF_003290445.1	6862648	
GCA_001412615.1	2513908	GCF_001412615.1	2531988	
GCA_001889405.1	3767668	GCF_001889405.1	3831748	
GCA_002278035.1	4972758	GCF_002278035.1	4986188	
GCA_000743945.1	1192138	GCF_000743945.1	1514388	
GCA_000517445.1	890368	GCF_000517445.1	1571288	
GCA_013177655.1	19716668	GCF_013177655.1	19787638	
GCA_001602095.1	3149388	GCF_001602095.1	3392398	
GCA_002078355.1	4338368	GCF_002078355.1	4339688	
GCA_013372205.1	20139938	GCF_013372205.1	20157978	
GCA_000737865.1	1184048	GCF_000737865.1	1514958	
GCA_012222965.1	18606048	GCF_012222965.1	20381058	
GCA_001989575.1	4100718	GCF_001989575.1	4113058	
GCA_000736415.1	1181868	GCF_000736415.1	1516158	
GCA_013201645.1	19789758	GCF_013201645.1	19851828	
GCA_013201605.1	19789698	GCF_013201605.1	19852108	
GCA_013372105.1	20139838	GCF_013372105.1	20156598	
GCA_002795265.1	5680658	GCF_002795265.1	5680898	
GCA_019357495.1	28043558	GCF_019357495.1	28119908	
GCA_008245045.1	13577338	GCF_008245045.1	13743138	
GCA_001687475.2	7135978	GCF_001687475.2	7216998	
GCA_000402035.1	693518	GCF_000402035.1	693538	
GCA_001854225.1	3610988	GCF_001854225.1	3666628	
GCA_001305595.1	2365778	GCF_001305595.1	2850878	
GCA_001262715.1	2198388	GCF_001262715.1	3922468	
GCA_900660495.1	8460628	GCF_900660495.1	8523638	
GCA_002749675.1	5610138	GCF_002749675.1	5616138	
GCA_002804205.1	5697428	GCF_002804205.1	5706718	
GCA_006228185.1	11099138	GCF_006228185.1	11381428	
GCA_008704715.1	14078738	GCF_008704715.1	14131948	
GCA_000242455.3	508448	GCF_000242455.2	511898	
GCA_019397265.1	28097808	GCF_019397265.1	28120228	
GCA_000058485.1	353598	GCF_000058485.1	77068	
GCA_000758705.1	1304818	GCF_000758705.1	1523348	
GCA_000512205.2	1785838	GCF_000512205.2	1786718	
GCA_019456675.1	28195958	GCF_019456675.1	28201978	
GCA_000145275.1	167518	GCF_000145275.1	274718	
GCA_900187015.1	4960528	GCF_900187015.1	4964178	
GCA_000016425.1	17228	GCF_000016425.1	37528	
GCA_000023825.1	24628	GCF_000023825.1	44448	
GCA_000281175.1	402088	GCF_000281175.1	402108	
GCA_016725645.1	24675188	GCF_016725645.1	24709268	
GCA_000016745.1	17548	GCF_000016745.1	37848	
GCA_000023465.1	24268	GCF_000023465.1	110968	
GCA_000970285.1	1723968	GCF_000970285.1	1837798	
GCA_001886815.1	3745338	GCF_001886815.1	3766708	
GCA_000582515.1	956658	GCF_000582515.1	1490938	
GCA_002250055.1	4918938	GCF_002250055.1	4927988	
GCA_000237085.1	319818	GCF_000237085.1	351488	
GCA_000013645.1	14448	GCF_000013645.1	34748	
GCA_003585765.1	7476308	GCF_003585765.1	7486928	
GCA_002043005.1	4255108	GCF_002043005.1	4274238	
GCA_900478115.1	6716508	GCF_900478115.1	6725918	
GCA_000019225.1	20028	GCF_000019225.1	40268	
GCA_000300235.2	1475448	GCF_000300235.2	1502468	
GCA_000015505.1	16308	GCF_000015505.1	36608	
GCA_000015245.1	16048	GCF_000015245.1	36348	
GCA_019285775.1	27948638	GCF_019285775.1	27990668	
GCA_000953135.1	1684218	GCF_000953135.1	1689668	
GCA_000226975.3	4011218	GCF_000226975.2	4058448	
GCA_000262305.1	379198	GCF_000262305.1	380848	
GCA_000816845.1	1466868	GCF_000816845.1	1489988	
GCA_000959365.1	1699498	GCF_000959365.1	1704588	
GCA_000022565.1	23368	GCF_000022565.1	43508	
GCA_000015725.1	16528	GCF_000015725.1	36828	
GCA_000023225.1	24028	GCF_000023225.1	44008	
GCA_000230735.3	519308	GCF_000230735.2	524728	
GCA_002355855.1	5088728	GCF_002355855.1	5107428	
GCA_001687565.2	3689688	GCF_001687565.2	3690468	
GCA_000227685.3	890388	GCF_000227685.2	1512878	
GCA_000025625.1	26428	GCF_000025625.1	109868	
GCA_000444995.1	753468	GCF_000444995.1	757138	
GCA_000016165.1	16968	GCF_000016165.1	37268	
GCA_000218545.1	290328	GCF_000218545.1	291178	
GCA_001687585.2	3689708	GCF_001687585.2	3690408	
GCA_001687665.2	3698158	GCF_001687665.2	3714198	
GCA_000223215.1	298898	GCF_000223215.1	370278	
GCA_000941055.1	1656038	GCF_000941055.1	1667118	
GCA_002028405.1	4200688	GCF_002028405.1	4219438	
GCA_001653755.1	3281978	GCF_001653755.1	3286398	
GCA_001558255.2	6032818	GCF_001558255.2	6058908	
GCA_000341345.1	541278	GCF_000341345.1	541578	
GCA_001561955.1	2879158	GCF_001561955.1	3389218	
GCA_000092205.1	112838	GCF_000092205.1	164998	
GCA_018200015.1	26530778	GCF_018200015.1	26680838	
GCA_004799645.1	9344778	GCF_004799645.1	9417688	
GCA_003610015.1	7517738	GCF_003610015.1	7533248	
GCA_003020045.1	6293408	GCF_003020045.1	6308338	
GCA_009664085.1	15412498	GCF_009664085.1	15416248	
GCA_000305935.1	445378	GCF_000305935.1	445588	
GCA_000344785.1	555368	GCF_000344785.1	565678	
GCA_003544935.1	7412618	GCF_003544935.1	7422848	
GCA_000213235.1	281748	GCF_000213235.1	282008	
GCA_000020045.1	20848	GCF_000020045.1	41088	
GCA_000767055.1	1362418	GCF_000767055.1	1514628	
GCA_000012305.1	13108	GCF_000012305.1	33408	
GCA_019669965.1	28443578	GCF_019669965.1	28494588	
GCA_000013725.1	14528	GCF_000013725.1	34828	
GCA_004803795.1	9375038	GCF_004803795.1	19772818	
GCA_016725245.1	24674708	GCF_016725245.1	24708468	
GCA_000145215.1	167458	GCF_000145215.1	274658	
GCA_000237205.1	319938	GCF_000237205.1	441488	
GCA_000196275.1	257098	GCF_000196275.1	264718	
GCA_001190745.1	2034678	GCF_001190745.1	2183088	
GCA_000255135.1	364888	GCF_000255135.1	445118	
GCA_000012965.1	13768	GCF_000012965.1	34068	
GCA_000025505.1	26308	GCF_000025505.1	109108	
GCA_000504085.1	868118	GCF_000504085.1	868138	
GCA_013267415.1	19924558	GCF_013267415.1	19944128	
GCA_002104335.1	4398828	GCF_002104335.1	4405678	
GCA_000242335.3	519288	GCF_000242335.1	521118	
GCA_000223395.1	299178	GCF_000223395.1	304318	
GCA_001263395.1	2201928	GCF_001263395.1	2240068	
GCA_000734015.1	1179228	GCF_000734015.1	1515798	
GCA_000011105.1	11908	GCF_000011105.1	32268	
GCA_000007185.1	7988	GCF_000007185.1	28768	
GCA_005843985.1	10687488	GCF_005843985.1	10740328	
GCA_000185805.1	239308	GCF_000185805.1	275828	
GCA_013388295.1	20240268	GCF_013388295.1	20248988	
GCA_000591035.1	965218	GCF_000591035.1	965238	
GCA_900476215.1	6716548	GCF_900476215.1	6725198	
GCA_001275365.1	2302068	GCF_001275365.1	3280998	
GCA_001029265.1	1811008	GCF_001029265.1	1818738	
GCA_000517365.1	890238	GCF_000517365.1	1514528	
GCA_002803985.1	5697208	GCF_002803985.1	5707258	
GCA_003285065.1	6750058	GCF_003285065.1	6855978	
GCA_002843565.1	5796418	GCF_002843565.1	5811058	
GCA_002804005.1	5697228	GCF_002804005.1	5706638	
GCA_002290085.1	4997068	GCF_002290085.1	5012238	
GCA_002804105.1	5697328	GCF_002804105.1	5706678	
GCA_900660525.1	8460688	GCF_900660525.1	8525658	
GCA_002441935.1	5184848	GCF_002441935.1	5243768	
GCA_003269445.1	6731888	GCF_003269445.1	6855538	
GCA_000246855.1	352988	GCF_000246855.1	355098	
GCA_010727475.1	16874348	GCF_010727475.1	17316018	
GCA_000022085.1	22888	GCF_000022085.1	43068	
GCA_000220705.2	4997248	GCF_000220705.2	5011938	
GCA_000015305.1	16108	GCF_000015305.1	36408	
GCA_000025265.1	26068	GCF_000025265.1	107688	
GCA_000757795.1	1303868	GCF_000757795.1	1640858	
GCA_000178955.2	318208	GCF_000178955.2	351608	
GCA_010731575.1	16878408	GCF_010731575.1	17316178	
GCA_000270245.1	389218	GCF_000270245.1	392278	
GCA_000015565.1	16368	GCF_000015565.1	36668	
GCA_000265425.1	383668	GCF_000265425.1	385968	
GCA_000019185.1	19988	GCF_000019185.1	40228	
GCA_000022145.1	22948	GCF_000022145.1	43128	
GCA_001877035.1	3724598	GCF_001877035.1	3728458	
GCA_000021945.1	22748	GCF_000021945.1	42928	
GCA_000144625.1	167088	GCF_000144625.1	274558	
GCA_000154785.2	305298	GCF_000154785.2	305318	
GCA_000014145.1	14948	GCF_000014145.1	35248	
GCA_000219915.3	382978	GCF_000219915.2	383228	
GCA_001277255.1	2304748	GCF_001277255.1	2307018	
GCA_000021745.1	22548	GCF_000021745.1	42748	
GCA_000025965.1	26768	GCF_000025965.1	44928	
GCA_015097275.1	22759158	GCF_015097275.1	24586398	
GCA_000284515.1	408518	GCF_000284515.1	408538	
GCA_000215705.1	286458	GCF_000215705.1	291898	
GCA_000214375.1	284118	GCF_000214375.1	285138	
GCA_019669985.1	28443618	GCF_019669985.1	28494328	
GCA_003568825.1	7446688	GCF_003568825.1	7491608	
GCA_000025325.1	26128	GCF_000025325.1	107748	
GCA_000224085.1	300428	GCF_000224085.1	300848	
GCA_000306675.3	8110078	GCF_000306675.2	8136978	
GCA_000284115.1	407758	GCF_000284115.1	407778	
GCA_000024965.1	25768	GCF_000024965.1	105228	
GCA_002221525.1	4745278	GCF_002221525.1	4788628	
GCA_000012885.1	13688	GCF_000012885.1	33988	
GCA_000143145.1	165598	GCF_000143145.1	256088	
GCA_000011245.1	12048	GCF_000011245.1	32408	
GCA_000009905.1	10708	GCF_000009905.1	31408	
GCA_000145035.1	167348	GCF_000145035.1	274638	
GCA_000013445.1	14248	GCF_000013445.1	34548	
GCA_000021985.1	22788	GCF_000021985.1	42968	
GCA_000144605.1	167068	GCF_000144605.1	274538	
GCA_900637725.1	8123598	GCF_900637725.1	8153138	
GCA_000013985.1	14788	GCF_000013985.1	35088	
GCA_000014785.1	15588	GCF_000014785.1	35888	
GCA_000092845.1	113478	GCF_000092845.1	164398	
GCA_000013405.1	14208	GCF_000013405.1	34508	
GCA_000252445.1	362188	GCF_000252445.1	378978	
GCA_000013905.1	14708	GCF_000013905.1	35008	
GCA_000025705.1	26508	GCF_000025705.1	110188	
GCA_000013705.1	14508	GCF_000013705.1	34808	
GCA_000014725.1	15528	GCF_000014725.1	35828	
GCA_000550805.1	924338	GCF_000550805.1	1514668	
GCA_000020685.1	21488	GCF_000020685.1	41728	
GCA_000020465.1	21268	GCF_000020465.1	41508	
GCA_000226295.1	304398	GCF_000226295.1	304808	
GCA_000177535.2	290428	GCF_000177535.2	291138	
GCA_000175215.2	240718	GCF_000175215.2	283378	
GCA_000024765.1	25568	GCF_000024765.1	104268	
GCA_000184345.2	293738	GCF_000184345.1	376808	
GCA_007990525.1	13182718	GCF_007990525.1	13207788	
GCA_000023705.1	24508	GCF_000023705.1	44348	
GCA_000189775.3	283268	GCF_000189775.2	284908	
GCA_016728665.1	24678248	GCF_016728665.1	24723948	
GCA_014054525.1	21397448	GCF_014054525.1	21533808	
GCA_000012865.1	13668	GCF_000012865.1	33968	
GCA_000148385.1	171168	GCF_000148385.1	275018	
GCA_000012485.1	13288	GCF_000012485.1	33588	
GCA_000092965.1	113598	GCF_000092965.1	164918	
GCA_007990505.1	13182698	GCF_007990505.1	13207758	
GCA_000829395.1	1505178	GCF_000829395.1	1507628	
GCA_900187035.1	4960188	GCF_900187035.1	4965778	
GCA_000212375.1	280008	GCF_000212375.1	280508	
GCA_000196535.1	257358	GCF_000196535.1	264958	
GCA_000146185.1	254468	GCF_000146185.1	254488	
GCA_000016385.1	17188	GCF_000016385.1	37488	
GCA_000022745.1	23548	GCF_000022745.1	43648	
GCA_000022365.1	23168	GCF_000022365.1	43308	
GCA_000590555.1	964738	GCF_000590555.1	974118	
GCA_900476035.1	6716728	GCF_900476035.1	6724598	
GCA_000151105.2	240638	GCF_000151105.2	278538	
GCA_000092505.1	113138	GCF_000092505.1	164298	
GCA_000020965.1	21768	GCF_000020965.1	41988	
GCA_000163895.2	241738	GCF_000163895.2	351588	
GCA_000253055.1	362768	GCF_000253055.1	441778	
GCA_000259275.1	372078	GCF_000259275.1	378498	
GCA_001042695.1	1848858	GCF_001042695.1	1852208	
GCA_003339775.1	6946418	GCF_003339775.1	6963288	
GCA_000319575.2	693388	GCF_000319575.2	707568	
GCA_000020145.1	20948	GCF_000020145.1	41188	
GCA_000024225.1	25028	GCF_000024225.1	44808	
GCA_000191045.1	247878	GCF_000191045.1	276188	
GCA_000231015.3	383528	GCF_000231015.2	385888	
GCA_000258425.1	368748	GCF_000258425.1	375618	
GCA_000092185.1	112818	GCF_000092185.1	164518	
GCA_000186365.1	240978	GCF_000186365.1	275968	
GCA_000237845.1	320558	GCF_000237845.1	351648	
GCA_000166095.1	201598	GCF_000166095.1	275388	
GCA_000508225.1	877948	GCF_000508225.1	883388	
GCA_000471025.2	3272358	GCF_000471025.2	3277558	
GCA_001936255.1	3942988	GCF_001936255.1	3959978	
GCA_000222305.1	297288	GCF_000222305.1	298408	
GCA_900476175.1	7186408	GCF_900476175.1	7259658	
GCA_000815065.1	1464438	GCF_000815065.1	1502548	
GCA_900660685.1	8461008	GCF_900660685.1	8525818	
GCA_003285045.1	6750038	GCF_003285045.1	6857718	
GCA_000277795.1	399148	GCF_000277795.1	402918	
GCA_000737325.2	1771688	GCF_000737325.1	2294418	
GCA_000166135.1	201638	GCF_000166135.1	275408	
GCA_017377395.1	25578698	GCF_017377395.1	25701198	
GCA_009299385.1	14772668	GCF_009299385.1	14836768	
GCA_002752675.1	5618358	GCF_002752675.1	5633838	
GCA_000802245.2	4455778	GCF_000802245.2	4499278	
GCA_002266435.2	6526108	GCF_002266435.2	6574528	
GCA_017377355.1	25578678	GCF_017377355.1	25701258	
GCA_002813775.1	5715848	GCF_002813775.1	5735198	
GCA_002355475.1	5088348	GCF_002355475.1	5107568	
GCA_900637195.1	8122898	GCF_900637195.1	8150438	
GCA_000993785.3	13349168	GCF_000993785.3	13397978	
GCA_900187205.1	4960748	GCF_900187205.1	4965478	
GCA_000520015.2	1710208	GCF_000520015.2	1712798	
GCA_006704205.1	11766998	GCF_006704205.1	11980838	
GCA_014041935.1	21379518	GCF_014041935.1	28177748	
GCA_001010285.1	1779228	GCF_001010285.1	1781708	
GCA_002355275.1	5088148	GCF_002355275.1	5107528	
GCA_001717955.1	3431208	GCF_001717955.1	3432908	
GCA_000213655.1	282208	GCF_000213655.1	284928	
GCA_009911795.1	15881308	GCF_009911795.1	15927678	
GCA_002863865.1	5843098	GCF_002863865.1	5861698	
GCA_003815775.1	7905358	GCF_003815775.1	7931818	
GCA_001431725.1	2573548	GCF_001431725.1	2579548	
GCA_002896855.1	5928038	GCF_002896855.1	5932668	
GCA_002310495.1	5025598	GCF_002310495.1	5030168	
GCA_000600105.1	974928	GCF_000600105.1	1514938	
GCA_000011385.1	12188	GCF_000011385.1	32548	
GCA_001456355.1	2702948	GCF_001456355.1	4630798	
GCA_001761465.1	3508128	GCF_001761465.1	3516368	
GCA_007858975.2	15549428	GCF_007858975.2	15577298	
GCA_003006155.1	6246448	GCF_003006155.1	6256428	
GCA_001305575.3	15961828	GCF_001305575.3	16101428	
GCA_006385135.1	11390868	GCF_006385135.1	11464428	
GCA_013376475.1	20174868	GCF_013376475.1	20177388	
GCA_016134045.1	24007858	GCF_016134045.1	24212648	
GCA_003008555.2	13706678	GCF_003008555.2	13758728	
GCA_000764535.1	1351068	GCF_000764535.1	1512388	
GCA_000189295.2	325168	GCF_000189295.2	355968	
GCA_000507245.1	875698	GCF_000507245.1	997948	
GCA_003096075.1	6456618	GCF_003096075.1	6460198	
GCA_003367315.1	7035358	GCF_003367315.1	7053988	
GCA_008247605.1	13579988	GCF_008247605.1	13759758	
GCA_000023405.1	24208	GCF_000023405.1	44148	
GCA_017352095.1	25546288	GCF_017352095.1	25551628	
GCA_003991135.1	8185868	GCF_003991135.1	8192428	
GCA_003430825.1	7196078	GCF_003430825.1	7263978	
GCA_012295615.1	18685718	GCF_012295615.1	18800618	
GCA_001547935.1	2859258	GCF_001547935.1	3407948	
GCA_002310795.1	5025928	GCF_002310795.1	5029968	
GCA_005377625.1	9994068	GCF_005377625.1	10138208	
GCA_001688845.2	4369598	GCF_001688845.2	4374208	
GCA_006542665.1	11597768	GCF_006542665.1	11694778	
GCA_000738435.1	1186308	GCF_000738435.1	1646918	
GCA_001186155.3	3726728	GCF_001186155.3	3731198	
GCA_002117005.1	4426878	GCF_002117005.1	4443488	
GCA_009910365.1	15869228	GCF_009910365.1	15889578	
GCA_003201835.2	18665588	GCF_003201835.2	18800638	
GCA_003999255.1	8199818	GCF_003999255.1	8210198	
GCA_002356555.2	6570098	GCF_002356555.2	6579848	
GCA_900187255.1	4960208	GCF_900187255.1	4964378	
GCA_001663155.1	3299058	GCF_001663155.1	3400328	
GCA_002838765.1	5777728	GCF_002838765.1	6300418	
GCA_000828915.1	1504698	GCF_000828915.1	1704228	
GCA_002216145.1	4677578	GCF_002216145.1	4678728	
GCA_010537335.1	16683028	GCF_010537335.1	17300318	
GCA_006542335.1	11597268	GCF_006542335.1	11697738	
GCA_016028775.1	23872358	GCF_016028775.1	23951048	
GCA_011455875.1	17796548	GCF_011455875.1	17945768	
GCA_000006985.1	7788	GCF_000006985.1	28568	
GCA_011455495.1	17796168	GCF_011455495.1	17945588	
GCA_008369785.1	13705848	GCF_008369785.1	13723268	
GCA_000020985.1	21788	GCF_000020985.1	42008	
GCA_000585495.1	959948	GCF_000585495.1	1571388	
GCA_013201895.1	19790018	GCF_013201895.1	19851588	
GCA_001535545.1	2829698	GCF_001535545.1	2835408	
GCA_000021645.1	22448	GCF_000021645.1	42648	
GCA_000024905.1	25708	GCF_000024905.1	105168	
GCA_012317585.1	18707908	GCF_012317585.1	18987408	
GCA_000008625.1	9428	GCF_000008625.1	30208	
GCA_000512735.1	885428	GCF_000512735.1	1512628	
GCA_001293165.1	2325698	GCF_001293165.1	2337208	
GCA_003855455.1	7977008	GCF_003855455.1	7982298	
GCA_000024025.1	24828	GCF_000024025.1	44648	
GCA_000331735.1	524338	GCF_000331735.1	524428	
GCA_000024865.1	25668	GCF_000024865.1	106208	
GCA_002305855.1	5017208	GCF_002305855.1	5022368	
GCA_000024805.1	25608	GCF_000024805.1	104448	
GCA_000494755.1	851808	GCF_000494755.1	854148	
GCA_000328705.1	517358	GCF_000328705.1	517378	
GCA_000269985.1	388958	GCF_000269985.1	392018	
GCA_000212735.1	280678	GCF_000212735.1	281628	
GCA_000344805.1	555408	GCF_000344805.1	555428	
GCA_000023245.1	24048	GCF_000023245.1	44028	
GCA_002215215.1	4675118	GCF_002215215.1	4677148	
GCA_000317105.1	502948	GCF_000317105.1	517158	
GCA_000024345.1	25148	GCF_000024345.1	107648	
GCA_000012985.1	13788	GCF_000012985.1	34088	
GCA_000176035.2	290248	GCF_000176035.2	291878	
GCA_000024545.1	25348	GCF_000024545.1	110088	
GCA_000204155.1	266368	GCF_000204155.1	272238	
GCA_000218895.1	291038	GCF_000218895.1	292608	
GCA_000266945.1	385588	GCF_000266945.1	446498	
GCA_000317695.1	504428	GCF_000317695.1	526938	
GCA_000317125.1	502968	GCF_000317125.1	517138	
GCA_000222485.1	297448	GCF_000222485.1	298368	
GCA_000230995.3	519328	GCF_000230995.2	524668	
GCA_000025185.1	25988	GCF_000025185.1	107468	
GCA_000024365.1	25168	GCF_000024365.1	44888	
GCA_000165715.3	247678	GCF_000165715.2	250418	
GCA_000019965.1	20768	GCF_000019965.1	41008	
GCA_000019525.1	20328	GCF_000019525.1	40568	
GCA_000235605.1	316008	GCF_000235605.1	354528	
GCA_000017805.1	18608	GCF_000017805.1	38908	
GCA_000024385.1	25188	GCF_000024385.1	104988	
GCA_000325705.1	512618	GCF_000325705.1	513978	
GCA_000020365.1	21168	GCF_000020365.1	41408	
GCA_000018025.1	18828	GCF_000018025.1	39128	
GCA_000186345.1	240958	GCF_000186345.1	275948	
GCA_000092105.1	112738	GCF_000092105.1	164378	
GCA_000010525.1	11328	GCF_000010525.1	32008	
GCA_000025345.1	26148	GCF_000025345.1	107868	
GCA_000724625.1	1164698	GCF_000724625.1	1511308	
GCA_000024785.1	25588	GCF_000024785.1	104468	
GCA_000242635.3	361618	GCF_000242635.2	380388	
GCA_000155735.2	582528	GCF_000155735.2	582548	
GCA_000307105.1	447598	GCF_000307105.1	447618	
GCA_000018285.1	19088	GCF_000018285.1	39368	
GCA_000179915.2	241418	GCF_000179915.2	247948	
GCA_000013665.1	14468	GCF_000013665.1	34768	
GCA_000317575.1	503958	GCF_000317575.1	521658	
GCA_000970085.1	1723768	GCF_000970085.1	1838078	
GCA_000227745.3	386468	GCF_000227745.2	446758	
GCA_000014965.1	15768	GCF_000014965.1	36068	
GCA_000091325.1	111958	GCF_000091325.1	163918	
GCA_900187065.1	4959928	GCF_900187065.1	4965238	
GCA_000016985.1	17788	GCF_000016985.1	38088	
GCA_000300005.1	428118	GCF_000300005.1	429328	
GCA_000255115.3	386828	GCF_000255115.2	446778	
GCA_000265505.1	383748	GCF_000265505.1	412018	
GCA_000186265.1	240508	GCF_000186265.1	275928	
GCA_000231385.3	417628	GCF_000231385.2	419488	
GCA_000233715.3	653388	GCF_000233715.2	653568	
GCA_000348785.1	560948	GCF_000348785.1	561228	
GCA_000155675.2	582488	GCF_000155675.2	582508	
GCA_019670105.1	28443838	GCF_019670105.1	28496308	
GCA_000092925.1	113558	GCF_000092925.1	250398	
GCA_000521505.1	894998	GCF_000521505.1	1520408	
GCA_000214175.1	283918	GCF_000214175.1	284648	
GCA_000178835.2	250508	GCF_000178835.2	251898	
GCA_000013605.1	14408	GCF_000013605.1	34708	
GCA_000243115.3	890408	GCF_000243115.2	1646798	
GCA_000177235.2	240818	GCF_000177235.2	250118	
GCA_000023105.1	23908	GCF_000023105.1	43908	
GCA_000143985.1	166638	GCF_000143985.1	251858	
GCA_000192745.1	250268	GCF_000192745.1	256158	
GCA_000010305.1	11108	GCF_000010305.1	31808	
GCA_000190735.2	255358	GCF_000190735.1	255378	
GCA_000194605.1	254508	GCF_000194605.1	254958	
GCA_000020725.1	21528	GCF_000020725.1	41768	
GCA_013282725.1	19950028	GCF_013282725.1	19951188	
GCA_000015285.1	16088	GCF_000015285.1	36388	
GCA_000013765.1	14568	GCF_000013765.1	34868	
GCA_000024205.1	25008	GCF_000024205.1	44788	
GCA_000183425.1	232968	GCF_000183425.1	275648	
GCA_001632775.1	3211108	GCF_001632775.1	3400608	
GCA_000024405.1	25208	GCF_000024405.1	105108	
GCA_000283575.1	406698	GCF_000283575.1	406718	
GCA_000013885.1	14688	GCF_000013885.1	34988	
